Index,file,DLM_Distribute_lines,DLM_Initialized_vectors,DLM_closest_matching_line,DLM_convolve,Spectral Points,Tgas,Tref,Trot,Tvib,_check_line_databank,_generate_wavenumber_arrays,add_at_used,broadening_max_width,broadening_method,calc_hwhm,calc_line_broadening,calc_lineshift,calc_other_spectral_quan,calculation_time,cutoff,db_use_cached,dbformat,dbpath,dlm_log_pG,dlm_log_pL,export_lines,folding_thresh,include_neighbouring_lines,isotope,last_modified,levelsfmt,lines_calculated,lines_cutoff,lines_in_continuum,load_energies,lvl_use_cached,mole_fraction,molecule,name,optimization,parfuncfmt,path_length,precompute_DLM_lineshapes,pressure_mbar,profiler,pseudo_continuum_threshold,radis_version,reinitialize,reinitialize_1,reinitialize_2,reinitialize_3,reinitialize_4,rot_distribution,scaled_eq_linestrength,self_absorption,spectrum_calc_before_obj,state,thermal_equilibrium,total_lines,vib_distribution,wG,wL,warning_broadening_threshold,warning_linestrength_cutoff,wavenum_max,wavenum_max_calc,wavenum_min,wavenum_min_calc,waveunit,wstep,zero_padding,Complexity_Voigt,Complexity_FFT
27,20210722_Tvib300K_Trot300K_27.spec,0.0015718936920170003,9.298324584960941e-06,0.001976728439331,0.05554556846618701,15384.615384615401,300,296,300,300,0.000380277633667,0.0007677078247069999,cython,300,fft,0.003702640533447,0.07134151458740201,0.001068830490112,0.00132942199707,0.09,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.13753507880165697,0.20180288881201602,0,1e-06,1,"1,2,3,4,5,6",1626963038.7779999,radis,19238,0,0,0,1,1,CO,CO_5000_5100_19238_fft,simple,hapi,1,0.011175632476807,1000,"{'_check_line_databank': 0.0003802776336669922, 'reinitialize_1': 0.001062631607055664, 'reinitialize_2': 1.1920928955078125e-05, 'reinitialize_3': 0.0017867088317871094, 'reinitialize_4': 4.982948303222656e-05, 'reinitialize': 0.0029175281524658203, 'scaled_eq_linestrength': 0.006066083908081055, 'calc_lineshift': 0.0010688304901123047, 'calc_hwhm': 0.0037026405334472656, '_generate_wavenumber_arrays': 0.0007677078247070312, 'precompute_DLM_lineshapes': 0.01117563247680664, 'DLM_Initialized_vectors': 9.298324584960938e-06, 'DLM_closest_matching_line': 0.0019767284393310547, 'DLM_Distribute_lines': 0.0015718936920166016, 'DLM_convolve': 0.05554556846618652, 'calc_line_broadening': 0.07134151458740234, 'calc_other_spectral_quan': 0.0013294219970703125, 'spectrum_calc_before_obj': 0.08765745162963867}",0,0.9.29,0.0029175281524659994,0.0010626316070560002,1.19209289550781e-05,0.0017867088317870003,4.9829483032226596e-05,boltzmann,0.006066083908080999,1,0.087657451629639,X,1,19238,boltzmann,3,5,0.01,0.01,5100,5250,5000,4850,cm-1,0.026000000000000002,5003,1133162271.7089124,2373199.5786015135
28,20210722_Tvib300K_Trot300K_28.spec,0.0016324520111079997,5.48362731933594e-06,0.001472949981689,0.06405210494995099,16666.6666666667,300,296,300,300,0.00035190582275400003,0.000716924667358,cython,300,fft,0.0029063224792479996,0.078205585479736,0.0007224082946779999,0.001168489456177,0.09,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.13753507880165697,0.20180288881201602,0,1e-06,1,"1,2,3,4,5,6",1626963039.002,radis,19238,0,0,0,1,1,CO,CO_5000_5100_19238_fft,simple,hapi,1,0.009586095809937,1000,"{'_check_line_databank': 0.00035190582275390625, 'reinitialize_1': 0.0012073516845703125, 'reinitialize_2': 1.1205673217773438e-05, 'reinitialize_3': 0.001783609390258789, 'reinitialize_4': 3.409385681152344e-05, 'reinitialize': 0.003041505813598633, 'scaled_eq_linestrength': 0.006771564483642578, 'calc_lineshift': 0.0007224082946777344, 'calc_hwhm': 0.002906322479248047, '_generate_wavenumber_arrays': 0.0007169246673583984, 'precompute_DLM_lineshapes': 0.009586095809936523, 'DLM_Initialized_vectors': 5.4836273193359375e-06, 'DLM_closest_matching_line': 0.0014729499816894531, 'DLM_Distribute_lines': 0.0016324520111083984, 'DLM_convolve': 0.06405210494995117, 'calc_line_broadening': 0.07820558547973633, 'calc_other_spectral_quan': 0.0011684894561767578, 'spectrum_calc_before_obj': 0.09395670890808105}",0,0.9.29,0.0030415058135990006,0.00120735168457,1.12056732177734e-05,0.0017836093902589998,3.4093856811523404e-05,boltzmann,0.0067715644836430005,1,0.093956708908081,X,1,19238,boltzmann,3,5,0.01,0.01,5100,5250,5000,4850,cm-1,0.024,5003,1233995877.6318727,2592310.9321979186
29,20210722_Tvib300K_Trot300K_29.spec,0.0016448497772220002,6.914138793945309e-06,0.001162528991699,0.07427191734314001,18181.818181818202,300,296,300,300,0.0003855228424069999,0.000725984573364,cython,300,fft,0.002943992614746,0.088538646697998,0.0008840560913089999,0.001071214675903,0.1,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.13753507880165697,0.20180288881201602,0,1e-06,1,"1,2,3,4,5,6",1626963039.238,radis,19238,0,0,0,1,1,CO,CO_5000_5100_19238_fft,simple,hapi,1,0.010565042495728,1000,"{'_check_line_databank': 0.00038552284240722656, 'reinitialize_1': 0.0011858940124511719, 'reinitialize_2': 1.1205673217773438e-05, 'reinitialize_3': 0.0019140243530273438, 'reinitialize_4': 5.054473876953125e-05, 'reinitialize': 0.0031690597534179688, 'scaled_eq_linestrength': 0.006692409515380859, 'calc_lineshift': 0.0008840560913085938, 'calc_hwhm': 0.0029439926147460938, '_generate_wavenumber_arrays': 0.0007259845733642578, 'precompute_DLM_lineshapes': 0.010565042495727539, 'DLM_Initialized_vectors': 6.9141387939453125e-06, 'DLM_closest_matching_line': 0.0011625289916992188, 'DLM_Distribute_lines': 0.0016448497772216797, 'DLM_convolve': 0.07427191734313965, 'calc_line_broadening': 0.08853864669799805, 'calc_other_spectral_quan': 0.0010712146759033203, 'spectrum_calc_before_obj': 0.10448932647705078}",0,0.9.29,0.0031690597534179995,0.001185894012451,1.12056732177734e-05,0.0019140243530270003,5.05447387695313e-05,boltzmann,0.006692409515380999,1,0.10448932647705099,X,1,19238,boltzmann,3,5,0.01,0.01,5100,5250,5000,4850,cm-1,0.022000000000000002,5003,1353771041.226591,2853287.9629765283
30,20210722_Tvib300K_Trot300K_30.spec,0.001739501953125,7.390975952148441e-06,0.001251459121704,0.07402968406677299,20000.000000000102,300,296,300,300,0.0005216598510740001,0.001221179962158,cython,300,fft,0.004316806793213,0.08702445030212401,0.0008282661437989999,0.000995874404907,0.1,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.13753507880165697,0.20180288881201602,0,1e-06,1,"1,2,3,4,5,6",1626963039.474,radis,19238,0,0,0,1,1,CO,CO_5000_5100_19238_fft,simple,hapi,1,0.009037256240844999,1000,"{'_check_line_databank': 0.0005216598510742188, 'reinitialize_1': 0.0016829967498779297, 'reinitialize_2': 1.0967254638671875e-05, 'reinitialize_3': 0.001434326171875, 'reinitialize_4': 3.504753112792969e-05, 'reinitialize': 0.003170013427734375, 'scaled_eq_linestrength': 0.006497859954833984, 'calc_lineshift': 0.0008282661437988281, 'calc_hwhm': 0.004316806793212891, '_generate_wavenumber_arrays': 0.0012211799621582031, 'precompute_DLM_lineshapes': 0.009037256240844727, 'DLM_Initialized_vectors': 7.3909759521484375e-06, 'DLM_closest_matching_line': 0.0012514591217041016, 'DLM_Distribute_lines': 0.001739501953125, 'DLM_convolve': 0.07402968406677246, 'calc_line_broadening': 0.08702445030212402, 'calc_other_spectral_quan': 0.0009958744049072266, 'spectrum_calc_before_obj': 0.10464978218078613}",0,0.9.29,0.0031700134277340003,0.0016829967498779997,1.09672546386719e-05,0.001434326171875,3.50475311279297e-05,boltzmann,0.006497859954834001,1,0.10464978218078601,X,1,19238,boltzmann,3,5,0.01,0.01,5100,5250,5000,4850,cm-1,0.02,5003,1498297922.6104717,3169116.0168115785
31,20210722_Tvib300K_Trot300K_31.spec,0.0021595954895020004,9.5367431640625e-06,0.001303195953369,0.019444227218628003,22222.2222222223,300,296,300,300,0.000338554382324,0.0008749961853029999,cython,300,fft,0.002990245819092,0.033381223678589,0.0008485317230219999,0.0014963150024409999,0.05,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.13753507880165697,0.20180288881201602,0,1e-06,1,"1,2,3,4,5,6",1626963039.6660001,radis,19238,0,0,0,1,1,CO,CO_5000_5100_19238_fft,simple,hapi,1,0.009900093078613,1000,"{'_check_line_databank': 0.00033855438232421875, 'reinitialize_1': 0.0013413429260253906, 'reinitialize_2': 1.1444091796875e-05, 'reinitialize_3': 0.001495361328125, 'reinitialize_4': 4.076957702636719e-05, 'reinitialize': 0.002896547317504883, 'scaled_eq_linestrength': 0.0062067508697509766, 'calc_lineshift': 0.0008485317230224609, 'calc_hwhm': 0.002990245819091797, '_generate_wavenumber_arrays': 0.0008749961853027344, 'precompute_DLM_lineshapes': 0.009900093078613281, 'DLM_Initialized_vectors': 9.5367431640625e-06, 'DLM_closest_matching_line': 0.0013031959533691406, 'DLM_Distribute_lines': 0.002159595489501953, 'DLM_convolve': 0.01944422721862793, 'calc_line_broadening': 0.03338122367858887, 'calc_other_spectral_quan': 0.0014963150024414062, 'spectrum_calc_before_obj': 0.04910016059875488}",0,0.9.29,0.0028965473175050003,0.001341342926025,1.1444091796875e-05,0.001495361328125,4.076957702636721e-05,boltzmann,0.006206750869751,1,0.049100160598754994,X,1,19238,boltzmann,3,5,0.01,0.01,5100,5250,5000,4850,cm-1,0.018000000000000002,5003,1676013924.5706892,3558701.535357864
32,20210722_Tvib300K_Trot300K_32.spec,0.0024702548980710002,7.390975952148441e-06,0.0012502670288090001,0.015855073928833,25000.0000000001,300,296,300,300,0.00037407875061,0.0007791519165039999,cython,300,fft,0.002973079681396,0.02972674369812,0.0007383823394780001,0.000989675521851,0.04,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.13753507880165697,0.20180288881201602,0,1e-06,1,"1,2,3,4,5,6",1626963039.8579998,radis,19238,0,0,0,1,1,CO,CO_5000_5100_19238_fft,simple,hapi,1,0.009638071060180999,1000,"{'_check_line_databank': 0.00037407875061035156, 'reinitialize_1': 0.0010876655578613281, 'reinitialize_2': 1.1682510375976562e-05, 'reinitialize_3': 0.0015032291412353516, 'reinitialize_4': 3.3855438232421875e-05, 'reinitialize': 0.002642393112182617, 'scaled_eq_linestrength': 0.00622105598449707, 'calc_lineshift': 0.0007383823394775391, 'calc_hwhm': 0.0029730796813964844, '_generate_wavenumber_arrays': 0.0007791519165039062, 'precompute_DLM_lineshapes': 0.009638071060180664, 'DLM_Initialized_vectors': 7.3909759521484375e-06, 'DLM_closest_matching_line': 0.0012502670288085938, 'DLM_Distribute_lines': 0.002470254898071289, 'DLM_convolve': 0.015855073928833008, 'calc_line_broadening': 0.029726743698120117, 'calc_other_spectral_quan': 0.000989675521850586, 'spectrum_calc_before_obj': 0.0445103645324707}",0,0.9.29,0.002642393112183,0.001087665557861,1.16825103759766e-05,0.001503229141235,3.38554382324219e-05,boltzmann,0.006221055984496999,1,0.044510364532470995,X,1,19238,boltzmann,3,5,0.01,0.01,5100,5250,5000,4850,cm-1,0.016,5003,1899649629.4207926,4050652.4415401523
33,20210722_Tvib300K_Trot300K_33.spec,0.0027861595153809995,8.10623168945313e-06,0.0012896060943599998,0.025375843048096,28571.4285714287,300,296,300,300,0.00034070014953600005,0.0010290145874019998,cython,300,fft,0.0028572082519529997,0.039774179458618,0.000770568847656,0.0009858608245850002,0.06,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.13753507880165697,0.20180288881201602,0,1e-06,1,"1,2,3,4,5,6",1626963040.074,radis,19238,0,0,0,1,1,CO,CO_5000_5100_19238_fft,simple,hapi,1,0.009741544723510999,1000,"{'_check_line_databank': 0.0003407001495361328, 'reinitialize_1': 0.0011527538299560547, 'reinitialize_2': 1.9073486328125e-05, 'reinitialize_3': 0.0024733543395996094, 'reinitialize_4': 4.982948303222656e-05, 'reinitialize': 0.0037026405334472656, 'scaled_eq_linestrength': 0.007338285446166992, 'calc_lineshift': 0.00077056884765625, 'calc_hwhm': 0.002857208251953125, '_generate_wavenumber_arrays': 0.0010290145874023438, 'precompute_DLM_lineshapes': 0.009741544723510742, 'DLM_Initialized_vectors': 8.106231689453125e-06, 'DLM_closest_matching_line': 0.0012896060943603516, 'DLM_Distribute_lines': 0.0027861595153808594, 'DLM_convolve': 0.025375843048095703, 'calc_line_broadening': 0.039774179458618164, 'calc_other_spectral_quan': 0.000985860824584961, 'spectrum_calc_before_obj': 0.05686688423156738}",0,0.9.29,0.003702640533447,0.001152753829956,1.9073486328125e-05,0.0024733543396,4.9829483032226596e-05,boltzmann,0.007338285446167,1,0.056866884231567,X,1,19238,boltzmann,3,5,0.01,0.01,5100,5250,5000,4850,cm-1,0.013999999999999999,5003,2189341024.6122704,4690359.998388531
34,20210722_Tvib300K_Trot300K_34.spec,0.002678632736206,7.152557373046879e-06,0.001181125640869,0.026171922683716,33333.3333333335,300,296,300,300,0.000317096710205,0.0010759830474849998,cython,300,fft,0.0032017230987550003,0.041962146759032995,0.000965356826782,0.001091241836548,0.06,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.13753507880165697,0.20180288881201602,0,1e-06,1,"1,2,3,4,5,6",1626963040.2979999,radis,19238,0,0,0,1,1,CO,CO_5000_5100_19238_fft,simple,hapi,1,0.011389017105103,1000,"{'_check_line_databank': 0.0003170967102050781, 'reinitialize_1': 0.0008080005645751953, 'reinitialize_2': 1.1444091796875e-05, 'reinitialize_3': 0.0014195442199707031, 'reinitialize_4': 3.337860107421875e-05, 'reinitialize': 0.0022780895233154297, 'scaled_eq_linestrength': 0.007092952728271484, 'calc_lineshift': 0.0009653568267822266, 'calc_hwhm': 0.003201723098754883, '_generate_wavenumber_arrays': 0.0010759830474853516, 'precompute_DLM_lineshapes': 0.011389017105102539, 'DLM_Initialized_vectors': 7.152557373046875e-06, 'DLM_closest_matching_line': 0.0011811256408691406, 'DLM_Distribute_lines': 0.0026786327362060547, 'DLM_convolve': 0.02617192268371582, 'calc_line_broadening': 0.0419621467590332, 'calc_other_spectral_quan': 0.0010912418365478516, 'spectrum_calc_before_obj': 0.05805015563964844}",0,0.9.29,0.002278089523315,0.000808000564575,1.1444091796875e-05,0.001419544219971,3.33786010742187e-05,boltzmann,0.007092952728271,1,0.058050155639649006,X,1,19238,boltzmann,3,5,0.01,0.01,5100,5250,5000,4850,cm-1,0.012,5003,2578895304.1533446,5554300.360694494
35,20210722_Tvib300K_Trot300K_35.spec,0.003622770309448,9.298324584960941e-06,0.001290559768677,0.048855543136597,40000.0000000003,300,296,300,300,0.00032305717468299997,0.001358509063721,cython,300,fft,0.0036554336547849997,0.066184043884277,0.0009024143218989999,0.0017404556274409999,0.08,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.13753507880165697,0.20180288881201602,0,1e-06,1,"1,2,3,4,5,6",1626963040.554,radis,19238,0,0,0,1,1,CO,CO_5000_5100_19238_fft,simple,hapi,1,0.011610746383666999,1000,"{'_check_line_databank': 0.0003230571746826172, 'reinitialize_1': 0.0007929801940917969, 'reinitialize_2': 1.1205673217773438e-05, 'reinitialize_3': 0.0013270378112792969, 'reinitialize_4': 3.0517578125e-05, 'reinitialize': 0.0021660327911376953, 'scaled_eq_linestrength': 0.00651097297668457, 'calc_lineshift': 0.0009024143218994141, 'calc_hwhm': 0.0036554336547851562, '_generate_wavenumber_arrays': 0.0013585090637207031, 'precompute_DLM_lineshapes': 0.011610746383666992, 'DLM_Initialized_vectors': 9.298324584960938e-06, 'DLM_closest_matching_line': 0.0012905597686767578, 'DLM_Distribute_lines': 0.003622770309448242, 'DLM_convolve': 0.04885554313659668, 'calc_line_broadening': 0.06618404388427734, 'calc_other_spectral_quan': 0.0017404556274414062, 'spectrum_calc_before_obj': 0.08291912078857422}",0,0.9.29,0.002166032791138,0.0007929801940920001,1.12056732177734e-05,0.001327037811279,3.0517578125e-05,boltzmann,0.006510972976685,1,0.08291912078857401,X,1,19238,boltzmann,3,5,0.01,0.01,5100,5250,5000,4850,cm-1,0.01,5003,3129680103.8884616,6781846.229181543
36,20210722_Tvib300K_Trot300K_36.spec,0.004539012908936,8.344650268554691e-06,0.001621723175049,0.331200122833252,50000.000000000495,300,296,300,300,0.000343799591064,0.0012462139129640001,cython,300,fft,0.0032308101654050007,0.350614547729492,0.0007872581481930001,0.001221418380737,0.37,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.13753507880165697,0.20180288881201602,0,1e-06,1,"1,2,3,4,5,6",1626963041.1179998,radis,19238,0,0,0,1,1,CO,CO_5000_5100_19238_fft,simple,hapi,1,0.012457370758057,1000,"{'_check_line_databank': 0.0003437995910644531, 'reinitialize_1': 0.0008766651153564453, 'reinitialize_2': 1.1920928955078125e-05, 'reinitialize_3': 0.0014727115631103516, 'reinitialize_4': 3.814697265625e-05, 'reinitialize': 0.0024046897888183594, 'scaled_eq_linestrength': 0.0062329769134521484, 'calc_lineshift': 0.0007872581481933594, 'calc_hwhm': 0.0032308101654052734, '_generate_wavenumber_arrays': 0.0012462139129638672, 'precompute_DLM_lineshapes': 0.01245737075805664, 'DLM_Initialized_vectors': 8.344650268554688e-06, 'DLM_closest_matching_line': 0.0016217231750488281, 'DLM_Distribute_lines': 0.004539012908935547, 'DLM_convolve': 0.33120012283325195, 'calc_line_broadening': 0.3506145477294922, 'calc_other_spectral_quan': 0.0012214183807373047, 'spectrum_calc_before_obj': 0.3661534786224365}",0,0.9.29,0.002404689788818,0.000876665115356,1.19209289550781e-05,0.00147271156311,3.814697265625e-05,boltzmann,0.006232976913451999,1,0.366153478622436,X,1,19238,boltzmann,3,5,0.01,0.01,5100,5250,5000,4850,cm-1,0.008,5003,3965654582.175998,8655822.627528321
37,20210722_Tvib300K_Trot300K_37.spec,0.004949808120728,7.390975952148441e-06,0.001380205154419,0.065982818603516,66666.6666666675,300,296,300,300,0.000376224517822,0.001884937286377,cython,300,fft,0.0031776428222659997,0.090717554092407,0.000825643539429,0.001646280288696,0.11,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.13753507880165697,0.20180288881201602,0,1e-06,1,"1,2,3,4,5,6",1626963041.458,radis,19238,0,0,0,1,1,CO,CO_5000_5100_19238_fft,simple,hapi,1,0.017586469650269,1000,"{'_check_line_databank': 0.0003762245178222656, 'reinitialize_1': 0.0009517669677734375, 'reinitialize_2': 1.3589859008789062e-05, 'reinitialize_3': 0.0014274120330810547, 'reinitialize_4': 3.170967102050781e-05, 'reinitialize': 0.002434968948364258, 'scaled_eq_linestrength': 0.0060596466064453125, 'calc_lineshift': 0.0008256435394287109, 'calc_hwhm': 0.003177642822265625, '_generate_wavenumber_arrays': 0.0018849372863769531, 'precompute_DLM_lineshapes': 0.017586469650268555, 'DLM_Initialized_vectors': 7.3909759521484375e-06, 'DLM_closest_matching_line': 0.0013802051544189453, 'DLM_Distribute_lines': 0.004949808120727539, 'DLM_convolve': 0.06598281860351562, 'calc_line_broadening': 0.09071755409240723, 'calc_other_spectral_quan': 0.001646280288696289, 'spectrum_calc_before_obj': 0.10720634460449219}",0,0.9.29,0.0024349689483639998,0.000951766967773,1.35898590087891e-05,0.001427412033081,3.17096710205078e-05,boltzmann,0.006059646606444999,1,0.10720634460449198,X,1,19238,boltzmann,3,5,0.01,0.01,5100,5250,5000,4850,cm-1,0.006,5003,5379597706.0859165,11847957.713986363
38,20210722_Tvib300K_Trot300K_38.spec,0.008070468902588,8.58306884765625e-06,0.001502990722656,0.735183954238892,100000.000000002,300,296,300,300,0.000349760055542,0.002433061599731,cython,300,fft,0.003462791442871,0.772276878356934,0.001518487930298,0.001701593399048,0.79,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.13753507880165697,0.20180288881201602,0,1e-06,1,"1,2,3,4,5,6",1626963042.526,radis,19238,0,0,0,1,1,CO,CO_5000_5100_19238_fft,simple,hapi,1,0.026334047317505,1000,"{'_check_line_databank': 0.0003497600555419922, 'reinitialize_1': 0.0011098384857177734, 'reinitialize_2': 1.6689300537109375e-05, 'reinitialize_3': 0.0019366741180419922, 'reinitialize_4': 3.2901763916015625e-05, 'reinitialize': 0.0031023025512695312, 'scaled_eq_linestrength': 0.0075550079345703125, 'calc_lineshift': 0.0015184879302978516, 'calc_hwhm': 0.0034627914428710938, '_generate_wavenumber_arrays': 0.0024330615997314453, 'precompute_DLM_lineshapes': 0.026334047317504883, 'DLM_Initialized_vectors': 8.58306884765625e-06, 'DLM_closest_matching_line': 0.00150299072265625, 'DLM_Distribute_lines': 0.00807046890258789, 'DLM_convolve': 0.7351839542388916, 'calc_line_broadening': 0.7722768783569336, 'calc_other_spectral_quan': 0.0017015933990478516, 'spectrum_calc_before_obj': 0.7924869060516357}",0,0.9.29,0.0031023025512699996,0.0011098384857179998,1.66893005371094e-05,0.001936674118042,3.29017639160156e-05,boltzmann,0.007555007934569999,1,0.7924869060516361,X,1,19238,boltzmann,3,5,0.01,0.01,5100,5250,5000,4850,cm-1,0.004,5003,8264019811.020861,18420680.743952766
39,20210722_Tvib300K_Trot300K_39.spec,0.014188051223754999,7.867813110351559e-06,0.002183437347412,1.5706422328949,200000.000000008,300,296,300,300,0.00032329559326200005,0.004335403442382999,cython,300,fft,0.0030081272125240003,1.6451678276062,0.000840663909912,0.0028698444366459996,1.66,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.13753507880165697,0.20180288881201602,0,1e-06,1,"1,2,3,4,5,6",1626963044.6020002,radis,19238,0,0,0,1,1,CO,CO_5000_5100_19238_fft,simple,hapi,1,0.05640792846679701,1000,"{'_check_line_databank': 0.00032329559326171875, 'reinitialize_1': 0.0008101463317871094, 'reinitialize_2': 1.0967254638671875e-05, 'reinitialize_3': 0.0013146400451660156, 'reinitialize_4': 3.075599670410156e-05, 'reinitialize': 0.0021712779998779297, 'scaled_eq_linestrength': 0.006117105484008789, 'calc_lineshift': 0.0008406639099121094, 'calc_hwhm': 0.003008127212524414, '_generate_wavenumber_arrays': 0.0043354034423828125, 'precompute_DLM_lineshapes': 0.056407928466796875, 'DLM_Initialized_vectors': 7.867813110351562e-06, 'DLM_closest_matching_line': 0.0021834373474121094, 'DLM_Distribute_lines': 0.014188051223754883, 'DLM_convolve': 1.5706422328948975, 'calc_line_broadening': 1.6451678276062012, 'calc_other_spectral_quan': 0.002869844436645508, 'spectrum_calc_before_obj': 1.6649057865142822}",0,0.9.29,0.002171277999878,0.000810146331787,1.09672546386719e-05,0.0013146400451660002,3.0755996704101596e-05,boltzmann,0.006117105484009,1,1.6649057865142802,X,1,19238,boltzmann,3,5,0.01,0.01,5100,5250,5000,4850,cm-1,0.002,5003,17193460915.379646,39059432.46569824
80,20210722_Tvib300K_Trot300K.spec,0.020334005355835,5.24520874023438e-06,0.0036854743957520004,3.19772171974182,230000.0,300,296,300,300,0.000493764877319,0.007377624511719001,cython,300,fft,0.007664442062378001,3.37913775444031,0.001364707946777,0.0078444480896,3.42,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.13753507880165697,0.20180288881201602,0,1e-06,1,"1,2,3,4,5,6",1626951084.10498,radis,60000,0,0,0,1,1,CO,CO_2000_4000_60000_fft,simple,hapi,1,0.15501403808593803,1000,"{'_check_line_databank': 0.0004937648773193359, 'reinitialize_1': 0.004347801208496094, 'reinitialize_2': 1.33514404296875e-05, 'reinitialize_3': 0.002327442169189453, 'reinitialize_4': 4.00543212890625e-05, 'reinitialize': 0.006737709045410156, 'scaled_eq_linestrength': 0.014011621475219727, 'calc_lineshift': 0.0013647079467773438, 'calc_hwhm': 0.00766444206237793, '_generate_wavenumber_arrays': 0.00737762451171875, 'precompute_DLM_lineshapes': 0.1550140380859375, 'DLM_Initialized_vectors': 5.245208740234375e-06, 'DLM_closest_matching_line': 0.003685474395751953, 'DLM_Distribute_lines': 0.02033400535583496, 'DLM_convolve': 3.1977217197418213, 'calc_line_broadening': 3.3791377544403076, 'calc_other_spectral_quan': 0.00784444808959961, 'spectrum_calc_before_obj': 3.424712896347046}",0,0.9.29,0.00673770904541,0.004347801208495999,1.33514404296875e-05,0.0023274421691890004,4.00543212890625e-05,boltzmann,0.014011621475219999,1,3.42471289634705,X,1,115755,boltzmann,6,5,0.01,0.01,4000,4150,2000,1850,cm-1,0.01,230002,38608130896.81912,88025800.61176503
